"loinc", "TFC", "TestName"
772-4,NRC,Nucleated Red Blood Cells
773-2,NRP,XE  Nucleated RBCs %
10353-1,NSC,Nose Culture
10353-1,NSC,Nose Culture
15060-7,NSE,Neuron Specific Endolase
30160-6,NTAU,CSF Total Tau
27939-8,NTX,Collagen-1 N-telopeptide
27939-8,NTX,Collagen-1 N-telopeptide
27939-8,NTX,Collagen-1 N-telopeptide
10704-5,OCPM,Microscopy
10704-5,OCPM,Microscopy
10704-5,OCPM,Microscopy
10704-5,OCPT,Result
58931-7,OCT1,Used 1 Octaplas
14715-7,OEST,17-Beta Oestradiol
14715-7,OEST,17-Beta Oestradiol
14715-7,OEST,17-Beta Oestradiol
14715-7,OEST,17-Beta Oestradiol
14715-7,OEST,17-Beta Oestradiol
9383-1,OHRI,9-OH Risperidone
12389-3,OLAN,Olanzapine
12389-3,OLAN,Olanzapine
12389-3,OLAN,Olanzapine
19295-5,OPIA,Urine opiates
19295-5,OPIA,Urine opiates
19295-5,OPIA,Urine opiates
777-3,OPLT,Platelet count (Optical)
777-3,OPLT,Platelet count (Optical)
2692-2,OSM,Osmolality in Stool
2693-0,OSM,Osmolality in Stool
2692-2,OSMO,Serum Osmolality
2692-2,OSMO,Serum Osmolality
2692-2,OSMO,Serum Osmolality
2692-2,OSMO,Serum Osmolality
2692-2,OSMO,Serum Osmolality
2697-1,OST,Osteocalcin
2697-1,OST,Osteocalcin
21436-1,OVAA,Ovarian antibodies result
21436-1,OVAB,Ovarian antibodies
21436-1,OVAB,Ovarian antibodies
21436-1,OVAB,Ovarian antibodies
21436-1,OVAB,Ovarian antibodies
21436-1,OVAB,Ovarian antibodies
15086-2,OX24,Oxalate (24hr Urine)
15086-2,OX24,Oxalate (24hr Urine)
15085-4,OXAL,Serum Oxalate
15085-4,OXAL,Serum Oxalate
15085-4,OXAL,Serum Oxalate
15085-4,OXAL,Serum Oxalate
31019-3,OXCA,10-Hydroxycarbazepine
34350-9,OXCR,Oxalate / Creatinine ratio
34350-9,OXCR,Oxalate / Creatinine ratio
15086-2,OXCR,Oxalate / Creatinine ratio
47255-5,P1NP,Procollagen 1 Pept(N-Terminal)
47255-5,P1NP,Procollagen 1 Pept(N-Terminal)
47255-5,P1NP,Procollagen 1 Pept(N-Terminal)
9821-0,P24,P24 antigen
9821-0,P24A,P24 Antigen
71792-6,P3NP,Procollagen 3 N Terminal Pept
71792-6,P3P,Pro-collagen III N pro-peptide
5268-8,PA1,
5269-6,PA2,==============================
73737-9,PA2R,Parainfluenza Virus Type 2 RNA
24374-1,PAB,Platelet Antibodies
22758-7,PAI1,Plasminogen Activator Inhib. 1
24374-1,PAIG,Platelet Assoc. Immunoglobulin
20636-7,PALA,Phenylalanine
14338-8,PALB,Prealbumin
22670-4,PALL,Plasma Allo-Isoleucine
31547-3,PAN,Pancreas Islet Cells Abs
31547-3,PANC,Pancreolauryl Test
1780-6,PAP,Papanicalaou
32046-5,PAPA,Pregnancy assoc.pl.prot.A
32046-5,PAPP,PAPA-A
32046-5,PAPP,PAPA-A
3298-7,PARA,Paracetamol
3298-7,PARA,Paracetamol
3298-7,PARA,Paracetamol
3298-7,PARC,Clinical Comment:
60525-3,PARE,Parechovirus RNA
60525-3,PARE,Parechovirus RNA
20637-5,PARG,Anti-B19 IgG
5273-8,PARG,Anti-B19 IgG
49713-1,PARM,Anti-B19 IgM
49713-1,PARM,Anti-B19 IgM
5274-6,PARM,Anti-B19 IgM
32227-1,PASA,Plasma Arginosuccinic Acid
20638-3,PASN,Plasma Asparagine
20639-1,PASP,Plasma Aspartate
LOC_ESO,PASS,Pneu ab Serotype Specific
42771-6,PASS,Pneu ab Serotype Specific
31418-7,PAUL,Paul Bunnell
31418-7,PAUL,Paul Bunnell
31418-7,PAUL,Paul Bunnell
31418-7,PAUL,Paul Bunnell
2809-2,PBGS,Urine porphobilinogen screen
41479-7,PBKD,Polyoma BK Virus DNA
6006-1,PC," Propionyl Carnitine"
2000-8,PCA," Palmitoyl Carnitine"
69361-4,PCA3,PCA3 (PROSTATE Ag)
69362-2,PCA3,PCA3 (PROSTATE Ag)
27819-2,PCAG,Protein C Antigen
6006-1,PCAG,Protein C Antigen
33959-8,PCAL,Procalcitonin
33959-8,PCAL,Procalcitonin
69362-2,PCAR,PNEUMOCYSTIS CARINII
69361-4,PCAW,PCA3
6519-3,PCIF,Pneumocystis carinii IF
6519-3,PCIF,Pneumocystis carinii IF
20640-9,PCIT,Plasma Citrulline
55295-0,PCOM,Comments:
LOC_ESOGEN,PCON,Products of Conception
3936-2,PCP,Phencyclidine
25531-5,PCP,Phencyclidine
6521-9,PCPP,Pneumocystis pneumonia PCR:
6521-9,PCPP,Pneumocystis pneumonia PCR:
11259-9,PCRC,Hepatitis C  RNA PCR
14682-9,PCRE,Urine Creatinine
14683-7,PCRE,Urine Creatinine
50348-2,PCRP,Parvovirus DNA by PCR
50348-2,PCRP,Parvovirus DNA by PCR
69361-4,PCS1,==============================
22672-0,PCY1,Plasma Total Cysteine
34624-7,PCY2,Plasma Free Cystine
6519-3,PCYS,Plasma Cysteine
6519-3,PCYS,Plasma Cysteine
10352-3,PENC,Penile Culture & Sensitivity
48712-4,PENG,Gram Stain
23831-1,PER6,Pertussis toxin IgG EIA
23831-1,PER6,Pertussis toxin IgG EIA
9363-3,PER7,Bordetella spp. IgG EIA
9363-3,PER7,Bordetella spp. IgG EIA
9362-5,PER8,Bordetella spp. IgA EIA
9362-5,PER8,Bordetella spp. IgA EIA
549-6,PERT,Pertussis DNA PCR
549-6,PERT,Pertussis DNA PCR
74661-0,PETH,Pethidine
76084-3,PF1,Parainfluenza type 1 RNA
76084-3,PF1,Parainfluenza type 1 RNA
76085-0,PF2,Parainfluenza 2 PCR
76085-0,PF2,Parainfluenza 2 PCR
76086-8,PF3,Parainfluenza type 3 RNA
76086-8,PF3,Parainfluenza type 3 RNA
76087-6,PF4,PF4
76087-6,PF4,PF4
24472-3,PFAA,Collagen/ADP
24471-5,PFAE,Collagen/epinephrine
LOC_ESO,PFAT,Platelet Function Assay
2814-2,PFC,Plasma fluorescence scan
60254-0,PFLP,ParaInfluenza RNA
60254-0,PFLP,ParaInfluenza RNA
60254-0,PFLP,ParaInfluenza RNA
12839-7,PGD2,PROSTAGLANDIN D2
12839-7,PGD2,PROSTAGLANDIN D2
20643-3,PGLN,Plasma Glutamine
20642-5,PGLT,Plasma Glutamic Acid
20644-1,PGLY,Plasma Glycine
24475-6,PGM,Prothrombin gene mutation
24475-6,PGM,Prothrombin gene mutation
24475-6,PGM,Prothrombin gene mutation
721-1,PHB,Phenobarbitone
3948-7,PHB,Phenobarbitone
14874-2,PHB,Phenobarbitone
14874-2,PHBM,Culture report phoned
20646-6,PHC1,Plasma Total Homocysteine
25127-2,PHCR,Phosphate / Creatinine ratio
14877-5,PHEN,Phenytoin
14877-5,PHEN,Phenytoin
14877-5,PHEN,Phenytoin
20645-8,PHIS,Plasma Histidine
74853-3,PHIV,HIV-1 proviral DNA(LTR Primers
14879-1,PHOS,Inorganic Phosphate
14879-1,PHOS,Inorganic Phosphate
14879-1,PHOS,Inorganic Phosphate
14879-1,PHOS,Inorganic Phosphate
14879-1,PHOS,Inorganic Phosphate
22671-2,PHYT,Phytanic acid
LOC_ESOGEN,PIGA,Gene Test - PIGA
20648-2,PILE,Plasma Isoleucine
63551-6,PITU,Pituitary antibodies
63551-6,PITU,Pituitary antibodies
LOC_ESO,PIV,Pivka II
32552-2,PK,Pyruvate Kinase (RBC)
32552-2,PK,Pyruvate Kinase (RBC)
32552-2,PK,Pyruvate Kinase (RBC)
32552-2,PK,Pyruvate Kinase (RBC)
6005-3,PKAL,Prekallikrein
56745-3,PL12,PL-12 antibodies
56744-6,PL7,PL-7 antibodies
73737-9,PLA2,Lp-PLA2 - Cardiac Marker
5998-0,PLAG,Platelet aggregation
1780-6,PLAP,Placental ALP
1780-6,PLAP,Placental ALP
28660-9,PLAS,Plasminogen
20649-0,PLEU,Plasma Leucine
5998-0,PLF,Platelet Aggregation
3286-2,PLIP,Anti-Phospholipid Antibody
3286-2,PLIP,Anti-Phospholipid Antibody
3286-2,PLIP,Anti-Phospholipid Antibody
3286-2,PLIP,Anti-Phospholipid Antibody
777-3,PLT,Platelet count
777-3,PLT,Platelet count
777-3,PLTS,Platelets
777-3,PLTS,Platelets
777-3,PLTS,Platelets
777-3,PLTS,Platelets
20650-8,PLYS,Plasma Lysine
56721-4,PM75,PM-Scl75 antibodies
20651-6,PMET,PLASMA METANEPHRINES
13964-2,PMMA,Plasma Methylmalonate
3298-7,PMOL,Paracetamol
3298-7,PMOL,Paracetamol
LOC_ESOGEN,PMP,PMP22 for Charcot Marie Tooth
LOC_ESO,PMSO,Plasma Methionine Sulphoxide
2669-0,PN1,Metanephrine
29141-9,PN1,Metanephrine
2669-0,PN2,Normetanephrine
29141-9,PN3,Plasma Metanephrines (Refs)
24027-5,PNAG,PNEUMOCOCCAL ANTIGEN
24027-5,PNAG,PNEUMOCOCCAL ANTIGEN
24027-5,PNAG,PNEUMOCOCCAL ANTIGEN
6463-4,PNC,Culture
6521-9,PNEP,Pneumocystis jiroveci DNA
25531-5,PNEU,Pneumococcal antibodies
25531-5,PNEU,Pneumococcal antibodies
25531-5,PNEU,Pneumococcal antibodies
53769-6,PNH,PNH Screen
49672-9,PNPC,Pneumococcal PCR
24027-5,PNUA,Pneumococcal Urinary Ag
24027-5,PNUA,Pneumococcal Urinary Ag
41506-7,POLI,Polio antibody screen
41506-7,POLO,Polio Serology
2814-2,POR,Blood porphyrins
20652-4,PORN,Plasma Ornithine
2814-2,PORS,Porphyrins full screen
2814-2,PORS,Porphyrins full screen
53731-6,POSA,Posaconazole
69570-0,POSC,Postmenopausal ROMA
69570-0,POSC,Postmenopausal ROMA
69570-0,POSC,Postmenopausal ROMA
69570-0,POSC,Postmenopausal ROMA
33358-3,PP,Pancreatic polypeptide
32700-7,PP,Pancreatic polypeptide
LOC_ESO,PP,Pancreatic polypeptide
LOC_ESO,PP,Pancreatic polypeptide
49672-9,PPCR,Pneumococcal PCR result
42216-2,PPCS,Tested by
14895-7,PPFX,Serum Protein Immunofixation
14895-7,PPFX,Serum Protein Immunofixation
14895-7,PPFX,Serum Protein Immunofixation
14875-9,PPHE,Plasma Phenylalanine
33647-9,PPLP,Plasma Vit B6 (Pyridoxal PO4)
62236-5,PPLP,Plasma Vit B6 (Pyridoxal PO4)
33358-3,PPLV,"  Paraprotein Level"
33358-3,PPLV,"  Paraprotein Level"
33358-3,PPLV,"  Paraprotein Level"
33358-3,PPR,Paraprotein
2885-2,PPRO,Plasma Proline
20655-7,PPRO,Plasma Proline
33647-9,PPRP,Paraprotein %
33647-9,PPRP,Paraprotein %
33647-9,PPRP,Paraprotein %
46267-1,PR3,ANCA: PR3 Abs
46267-1,PR3,ANCA: PR3 Abs
46267-1,PR3,ANCA: PR3 Abs
63310-7,PR3,ANCA: PR3 Abs
46267-1,PR3,ANCA: PR3 Abs
46267-1,PR3,ANCA: PR3 Abs
6006-1,PRC,Protein C Activity
6006-1,PRC,Protein C Activity
6006-1,PRC,Protein C Activity
6006-1,PRC,Protein C Activity
25733-7,PRCO,Procollagen Type III
56627-3,PRCO,Procollagen Type III
71792-6,PRCO,Procollagen Type III
40486-3,PRCR,Protein creatinine ratio
40486-3,PRCR,Protein creatinine ratio
LOC_ESO,PRCT,Protein C Antigen
69569-2,PREC,Premenopausal ROMA
69569-2,PREC,Premenopausal ROMA
69569-2,PREC,Premenopausal ROMA
69569-2,PREC,Premenopausal ROMA
2106-3,PREG,Pregnancy Test (MONOCLONAL)
2106-3,PREG,Pregnancy Test (MONOCLONAL)
2118-8,PREG,Pregnancy Test (MONOCLONAL)
2118-8,PREG,Pregnancy Test (MONOCLONAL)
2106-3,PREG,Pregnancy Test (MONOCLONAL)
2837-3,PREN,Pregnenolone
2837-3,PREN,Pregnenolone
2837-3,PREN,Pregnenolone
2837-3,PREN,Pregnenolone
20434-7,PRL2,Prolactin 20 Mins
20434-7,PRL6,Prolactin 60 mins
20434-7,PRLC,Prolactin (curve)
2881-1,PROA,Promyelocytes
781-5,PROA,Promyelocytes
29652-5,PROD,Product Issue Only
14890-8,PROG,Progesterone
14890-8,PROG,Progesterone
14890-8,PROG,Progesterone
14890-8,PROG,Progesterone
14890-8,PROG,Progesterone
27882-0,PROI,Proinsulin
20434-7,PROL,Prolactin
20434-7,PROL,Prolactin
20434-7,PROL,Prolactin
20434-7,PROL,Prolactin
20434-7,PROL,Prolactin
781-5,PROM," Promyelocytes *"
2885-2,PROT,Total Protein
2885-2,PROT,Total Protein
2885-2,PROT,Total Protein
2885-2,PROT,Total Protein
2885-2,PROT,Total Protein
5892-5,PRSF,Protein S Free Antigen
55295-0,PRTE,Protein Electrophoresis
5273-8,PRVG,Parvovirus-specific IgG
5274-6,PRVM,Parvovirus-specific IgM
5892-5,PS,Protein S Activity
5892-5,PS,Protein S Activity
5892-5,PS1,7-Dehydrocholesterol
2857-1,PSA,Prostate Specific Antigen
2857-1,PSA,Prostate Specific Antigen
2857-1,PSA,Prostate Specific Antigen
2857-1,PSA,Prostate Specific Antigen
2857-1,PSA,Prostate Specific Antigen
12841-3,PSAC,Free:Total Ratio
12841-3,PSAC,Free:Total Ratio
12841-3,PSAC,Free:Total Ratio
5892-5,PSAC,Free:Total Ratio
12841-3,PSAC,Free:Total Ratio
10886-0,PSAF,Free Prostate Specific Antigen
10886-0,PSAF,Free Prostate Specific Antigen
10886-0,PSAF,Free Prostate Specific Antigen
10886-0,PSAF,Free Prostate Specific Antigen
10886-0,PSAF,Free Prostate Specific Antigen
12841-3,PSAR,Free:Total ratio
20656-5,PSER,Plasma Serine
4677-1,PSF,Free Protein S
5892-5,PSFN,Protein S (functional assay)
22175-4,PSIT,Psittacosis/ L.G.V. Antibodies
22175-4,PSIT,Psittacosis/ L.G.V. Antibodies
79327-3,PSTE,Plasma sterols
5902-2,PT,Prothrombin Time
5902-2,PT,Prothrombin Time
5902-2,PT1,Prothrombin Time
5902-2,PT1,Prothrombin Time
5902-2,PT1,Prothrombin Time
24475-6,PT3,
5959-2,PT50,PT 50:50 NP:TP
5959-2,PT50,PT 50:50 NP:TP
5959-2,PT50,PT 50:50 NP:TP
20657-3,PTAW,Plasma Taurine
14866-8,PTH,Parathyroid hormone
14866-8,PTH,Parathyroid hormone
14866-8,PTH,Parathyroid hormone
13928-7,PTHA,Anti-parathyroid Ab
13928-7,PTHA,Anti-parathyroid Ab
14866-8,PTHI,Intact PTH
14866-8,PTHI,Intact PTH
14866-8,PTHI,Intact PTH
15087-0,PTHR,PTH Related Peptide
15087-0,PTHR,PTH Related Peptide
20658-1,PTHR,PTH Related Peptide
48162-2,PTHY,Parathyroid Ab (Ref to WSL)
5902-2,PTIM,Prothrombin Time
5902-2,PTIM,Prothrombin Time
5902-2,PTIM,Prothrombin Time
5902-2,PTIM,Prothrombin Time
5959-2,PTM,Prothrombin Time 50/50 mix
20660-7,PTYR,Plasma Tyrosine
4691-2,PV,Plasma Viscosity
4691-2,PV,Plasma Viscosity
4691-2,PV,Plasma Viscosity
20661-5,PVAL,Plasma Valine
29990-9,PVAS,Seminal fluid
LOC_ESO,PVAS,Seminal fluid
14124-2,PVAS,Seminal fluid
29990-9,PVDM,Direct Microscopy
5273-8,PVG,Parvovirus IgG
5273-8,PVG,Parvovirus IgG
5273-8,PVG,Parvovirus IgG
5273-8,PVG,Parvovirus IgG
4691-2,PVIS,Plasma Viscosity
48816-3,PVL1,PVL Toxin Result
48816-3,PVL1,PVL Toxin Result
48816-3,PVL1,PVL Toxin Result
48816-3,PVLR,PVL Requested
5274-6,PVM,Parvovirus IgM
5274-6,PVM,Parvovirus IgM
5274-6,PVM,Parvovirus IgM
5274-6,PVM,Parvovirus IgM
50348-2,PVPC,Parvovirus B19 DNA PCR
LOC_ESOGEN,PWS,Gene Test-Prader-Willi
32338-6,PYRU,Pyruvate
43689-9,Q2Q8,HLA Q2-Q8
43689-9,Q2Q8,HLA Q2-Q8
43689-9,Q2Q8,HLA Q2-Q8
22745-4,QALC,UKNEQAS Alcohol (mg/L)
5100-3,QCFT,Coxiella burnetti(Q fever) CFT
5100-3,QF,Q Fever
5100-3,QF,Q Fever
5100-3,QF,Q Fever
5100-3,QFEV,Q Fever (C Burnetti) Ab
45194-8,QHCG,Quantitative Beta H.C.G.
45194-8,QHCG,Quantitative Beta H.C.G.
LOC_ESO,QPGC,Quantified polysaccharide Gp 3
45323-3,QTRT,Quantiferon TB Gold result
45323-3,QTRT,Quantiferon TB Gold result
45323-3,QTRT,Quantiferon TB Gold result
45323-3,QTRT,Quantiferon TB Gold result
46217-6,QTRV,IGRA result (value)
46217-6,QTRV,IGRA result (value)
19764-0,QUAL,UKNEQAS URINE Alcohol (mg/l)
5998-0,R05,Ristocetin 0.5 mg/ml
5998-0,R1,Ristocetin 1.0 mg/ml
5998-0,R125,CA125
5998-0,R75,Ristocetin 0.75 mg/ml
5288-6,RABI,Rabies Antibody
15076-3,RAGU,Urine glucose (2 hrs)
30239-8,RAKH,EDTA Storage
LOC_HIST,RAM1,RAMSAY - Histology (cat1)
LOC_HIST,RAM2,RAMSAY - Histology (cat2)
LOC_HIST,RAM3,RAMSAY - Histology (cat3)
LOC_HIST,RAM4,RAMSAY - Histology (cat4)
78012-2,RAPX,Rapid Test For Strep A
78012-2,RAPX,Rapid Test For Strep A
78012-2,RAPX,Rapid Test For Strep A
78012-2,RAPX,Rapid Test For Strep A
20662-3,RAST,RAST Allergy Testing
19113-0,RAST,RAST Allergy Testing
54218-3,RAT,CD4:CD8 Ratio
54218-3,RAT,CD4:CD8 Ratio
14749-6,RB15,15 min Glucose
14749-6,RB45,45 min Glucose
14749-6,RB75,75 min Glucose
789-8,RBC,RED CELL COUNT
789-8,RBC,RED CELL COUNT
789-8,RBC,RED CELL COUNT
789-8,RBC,RED CELL COUNT
789-8,RBC,RED CELL COUNT
14731-4,RBCF,Red Cell Fragility [H2O2]
14955-9,RBCZ,Red Cell Zinc
15093-8,RBFP,RBC free protoporphyrin
LOC_ESO,RBFP,RBC free protoporphyrin
14749-6,RBG,Glucose (Random Plasma)
14749-6,RBG,Glucose (Random Plasma)
14749-6,RBG,Glucose (Random Plasma)
14749-6,RBG1,Fasting Blood Glucose
14749-6,RBG1,Fasting Blood Glucose
14749-6,RBG2,30 min Glucose
14756-1,RBG3,60 min Glucose
14749-6,RBG4,90 min Glucose
14749-6,RBG5,120 min Glucose
14759-5,RBG5,120 min Glucose
14749-6,RBG6,150 min Glucose
14749-6,RBG7,180 min Glucose
14749-6,RBG8,210 min Glucose
14749-6,RBG9,240 min Glucose
14749-6,RBGF,Glucose (Fasting Plasma)
14749-6,RBGF,Glucose (Fasting Plasma)
14749-6,RBGF,Glucose (Fasting Plasma)
14749-6,RBGS,Glucose (Random Serum)
14749-6,RBGS,Glucose (Random Serum)
14749-6,RBGS,Glucose (Random Serum)
14749-6,RBGS,Glucose (Random Serum)
1928-1,RBJP,Bence-Jones protein:
13438-7,RBJP,Bence-Jones protein:
1928-1,RBJP,Bence-Jones protein:
33782-4,RBP,Retinol Binding Protein
42595-9,RBVL,HBV DNA PCR
71797-5,RBZP,RBC zinc protoporphyrin
LOC_ESO,RBZP,RBC zinc protoporphyrin
789-8,RCC,Red cell count
14731-4,RCF,Folate (RBC)
14731-4,RCF,Folate (RBC)
47100-3,RCOP,Copper (whole blood)
788-0,RDW," RDW"
788-0,RDW," RDW"
788-0,RDW," RDW"
788-0,RDW," RDW"
788-0,RDWU,RDW
2915-7,REN,Renin
2915-7,REN,Renin
35570-1,RENA,PLASMA RENIN (Ambulatory)
35570-1,RENI,PLASMA RENIN
35570-1,RENI,PLASMA RENIN
17849-1,REP,MICROSCOPIC FINDINGS
17849-1,REP,MICROSCOPIC FINDINGS
10704-5,REP,MICROSCOPIC FINDINGS
47527-7,REPN,Cytology report
47525-1,REPN,Cytology report
47527-7,REPP,Gynae Cytology Report
47527-7,REPP,Gynae Cytology Report
5229-0,RES1,Influenza A CFT
5229-0,RES1,Influenza A CFT
5230-8,RES2,Influenza B CFT
5230-8,RES2,Influenza B CFT
5041-9,RES3,Adenovirus CFT
5268-8,RES6,Parainfluenza 1 PCR
5270-4,RES7,Parainfluenza 3 PCR
22466-7,RES8,RSV CFT
14196-0,RET,Reticulocytes (abs)
14196-0,RET,Reticulocytes (abs)
14273-7,RETA,IgA Ab's to RETICULIN
26970-4,RETA,IgA Ab's to RETICULIN
14273-7,RETA,IgA Ab's to RETICULIN
17849-1,RETC,Reticulocyte Count
17849-1,RETC,Reticulocyte Count
17849-1,RETC,Reticulocyte Count
17849-1,RETC,Reticulocyte Count
14196-0,RETI,Anti Retinal Antibodies
14196-0,RETX,Reticulocyte Absolute Count
14196-0,RETX,Reticulocyte Absolute Count
14196-0,RETX,Reticulocyte Absolute Count
29591-5,REVP,Enterovirus RNA
11572-5,RF,Rheumatoid Factor
11572-5,RF,Rheumatoid Factor
11572-5,RF,Rheumatoid Factor
11572-5,RF,Rheumatoid Factor
11572-5,RF,Rheumatoid Factor
LOC_ESO,RGLU,Red Cell Glutathione
49693-5,RHEG,HEPATITIS E IgG
14212-5,RHEM,HEPATITIS E IgM
69577-5,RHEP,HEPATITIS E RNA
43244-3,RHH6,HHV-6 DNA
44423-2,RHH7,HHV-7 DNA
77025-5,RHIP,Rhinovirus RNA
77025-5,RHIP,Rhinovirus RNA
77025-5,RHIR,Rhinovirus RNA
56888-1,RHIV,HIV 1 RNA(Roche Taqman)
73559-7,RHS1,Anti-HSV-1 IgG
30554-0,RHVR,HIV-1 Genome
31539-0,RI,Anti-Ri antibodies
5199-5,RIBA,Hep C RIBA confirmation
5199-5,RIBA,Hep C RIBA confirmation
31589-5,RIBO,Ribosomal Antibodies
22484-0,RIC,Rickettsial antibody
22484-0,RIC,Rickettsial antibody
22484-0,RIC,Rickettsial antibody
22484-0,RICK,Rickettsia ab's
22484-0,RICK,Rickettsia ab's
66718-8,RICO,RICOF
4680-5,RICO,RICOF
24032-5,RIFA,Rifabutin
LOC_ESO,RIN1,HIV INCIDENCE TEST
9393-0,RISP,Risperidone
626-2,RISP,Risperidone
72624-0,RIVA,Rivaroxaban
48508-6,RMNA,Measles RNA
47532-7,RMU3,Mumps RNA
54156-5,RNA,RNA Polymerase 3 Ab
5301-7,RNP,Anti nRNP
5301-7,RNP,Anti nRNP
5301-7,RNP,Anti nRNP
5301-7,RNP,Anti nRNP
5301-7,RNP,Anti nRNP
5351-2,RO,Anti Ro (SS/A)
5351-2,RO,Anti Ro (SS/A)
5351-2,RO,Anti Ro (SS/A)
5351-2,RO,Anti Ro (SS/A)
5351-2,RO,Anti Ro (SS/A)
77924-9,ROSC,RO water elemental screen
2695-5,ROSM,Urine Osmolality
2695-5,ROSM,Urine Osmolality
2695-5,ROSM,Urine Osmolality
2695-5,ROSM,Urine Osmolality
5879-2,ROTA,Rota / Adenovirus detection
62859-4,ROTA,Rota / Adenovirus detection
5879-2,ROTD,Rotavirus detection
79389-3,ROTP,Rotavirus genome
15086-2,ROXA,Urine Oxalate
15086-2,ROXA,Urine Oxalate
20474-3,RPBC,Culture
2809-2,RPOR,URINE PORPHYRIN SCREEN
2818-3,RPOR,URINE PORPHYRIN SCREEN
2818-3,RPOR,URINE PORPHYRIN SCREEN
20507-0,RPR,RPR
20507-0,RPR,RPR
50348-2,RPR3,PARVOVIRUS DNA
60274-8,RRP,Rubella RNA PCR
31614-1,RRV,Ross River Virus IgG
19146-0,RSLU,Result
22466-7,RSV,RSV CFT
22466-7,RSV,RSV CFT
22466-7,RSV,RSV CFT
22466-7,RSV,RSV CFT
22466-7,RSV1,RSV RNA
22466-7,RSV1,RSV RNA
22466-7,RSV1,RSV RNA
40988-8,RSVP,RSV RNA PCR
40988-8,RSVP,RSV RNA PCR
40988-8,RSVP,RSV RNA PCR
40988-8,RSVR,Result
40988-8,RSVR,Result
20507-0,RSY5,RPR
24110-9,RSYP,TREPONEMAL REF. LAB RESULTS
5390-0,RTO1,TOXOPLASMA IgM EIA
19145-2,RTO5,Specimen tested by:
3036-1,RTRA,Transketolase
LOC_ESO,RTRO,Retrograde Ejaculation
14573-0,RU5H,5-OH indole acetic acid
12467-7,RUAA,AMINO ACIDS (urine)
12467-7,RUAA,AMINO ACIDS (urine)
12467-7,RUAA,AMINO ACIDS (urine)
12475-0,RUAL,Amino-laevulinic acid
1799-6,RUAM,Urine Amylase
1799-6,RUAM,Urine Amylase
55278-6,RUBC,Clinical Comment:
8014-3,RUBE,Rubella virus RNA
8014-3,RUBE,Rubella virus RNA
5335-5,RUBM,Rubella antibody (IgM)
5335-5,RUBM,Rubella antibody (IgM)
5335-5,RUBM,Rubella antibody (IgM)
5335-5,RUBM,Rubella antibody (IgM)
5335-5,RUBM,Rubella antibody (IgM)
8014-3,RUBS,Rubella antibody (IgG)
8014-3,RUBS,Rubella antibody (IgG)
2004-0,RUCA,Urine Calcium
2004-0,RUCA,Urine Calcium
2078-4,RUCL,Urine Chloride
2078-4,RUCL,Urine Chloride
2078-4,RUCL,Urine Chloride
15043-3,RUCO,Urine Cortisol
14683-7,RUCR,Urine Creatinine
14683-7,RUCR,Urine Creatinine
26962-1,RUCY,Urine Cystine
32169-5,RUCY,Urine Cystine
15076-3,RUGL,Urine Glucose
15076-3,RUGL,Urine Glucose
8014-3,RUGR,Rubella IgG Antibodies
2828-2,RUK,Urine Potassium
2828-2,RUK,Urine Potassium
2828-2,RUK,Urine Potassium
2598-1,RUMG,Urine Magnesium
2598-1,RUMG,Urine Magnesium
5335-5,RUMR,Rubella IgM Antibodies
2955-3,RUNA,Urine Sodium
2955-3,RUNA,Urine Sodium
2955-3,RUNA,Urine Sodium
2955-3,RUNA,Urine Sodium
13539-2,RUP,Urine Phosphate
13539-2,RUP,Urine Phosphate
13539-2,RUP1,Urine Phosphate
13539-2,RUP1,Urine Phosphate
2888-6,RUPR,Urine Protein
2888-6,RUPR,Urine Protein
14934-4,RUUA,Urine Urate
14934-4,RUUA,Urine Urate
25548-9,RUUA,Urine Urate
22700-9,RUUR,Urine Urea
22700-9,RUUR,Urine Urea
22700-9,RUUR,Urine Urea
21597-0,RVZ1,VARICELLA ZOSTER IgM
5403-1,RVZ2,VARICELLA ZOSTER IgG
47275-3,S100,S100
47275-3,S100,S100
47275-3,S100,S100
48498-0,SAA,Amyloid A
48498-0,SAA,Amyloid A
48498-0,SAA,Amyloid A
48498-0,SAA,Amyloid A
48498-0,SAA,Amyloid A
48498-0,SAA,Amyloid A
53021-2,SAB,Salivary antibodies
53021-2,SAB,Salivary antibodies
53021-2,SAB,Salivary antibodies
53021-2,SAB3,Salivary antibodies
19146-0,SALC,Salmonella identification
14909-6,SALI,Salicylates
14909-6,SALI,Salicylates
14909-6,SALY,Salicylate
14909-6,SALY,Salicylate
72111-8,SAPO,Sapovirus RTPCR (Faeces)
19146-0,SAPO,Sapovirus RTPCR (Faeces)
72111-8,SAPO,Sapovirus RTPCR (Faeces)
6463-4,SAS,Antigen specific Immunoblot
LOC_SAVE,SAVE,Serum Save
LOC_SAVE,SAVE,Serum Save
LOC_SAVE,SAVE,Serum Save
LOC_SAVE,SAVE,Serum Save
LOC_SAVE,SAVE,Serum Save
14631-6,SBIL,Bilirubin
66877-2,SBM,Pemphigoid
LOC_ESOGEN,SC17,Spinocerebellur Ataxia
66877-2,SCAB,Skin Antibodies
9679-2,SCC,SQUAMOUS CELL CARCINOMA ANTIGN
9679-2,SCC,SQUAMOUS CELL CARCINOMA ANTIGN
9679-2,SCC,SQUAMOUS CELL CARCINOMA ANTIGN
9679-2,SCC,SQUAMOUS CELL CARCINOMA ANTIGN
